reuse_distance,nanoseconds
87172,97.419
89725,97.419
5,18.193
2086142,149.062
51,18.193
3,18.193
34,18.779
54744,98.005
31,19.366
35045,34.625
1616,40.493
9262,37.559
7,18.779
129683,95.658
695154,90.963
1587215,93.897
1742590,98.592
56686,94.484
396584,93.897
2,18.193
507712,96.245
6321,40.493
1,18.193
3,19.366
2864,40.493
29786,36.972
859308,99.766
2883,36.385
1723089,95.071
320,19.366
1645,37.559
266310,96.832
13,19.366
27628,36.972
264912,94.484
5637,43.428
98525,93.897
5,18.779
640,38.733
1,18.779
488910,94.484
1036242,95.658
388,25.822
1,18.193
633461,95.658
7012,32.864
1,17.606
526363,98.005
59,18.193
515460,96.245
1332548,95.071
55,19.366
1553,39.320
1517019,97.419
112,18.779
2,18.779
19490,38.733
45,19.366
13277,44.014
78174,96.832
7832,31.690
10,18.779
9919,37.559
353798,86.268
318581,96.245
703,36.972
1006,100.353
18139,104.461
3300,32.277
645425,90.963
30705,30.517
1502,38.733
318916,89.203
392,25.235
2579,41.080
76647,96.832
1,18.779
3352,29.343
510,24.648
364,19.366
824,24.648
15363,41.080
20214,39.320
1280460,94.484
11113,42.254
1,18.779
1,18.779
504,36.972
82,18.779
18735,36.385
18,18.779
1,18.193
199080,113.264
36242,93.897
479158,98.592
25602,42.254
39,19.366
230,25.235
140,18.779
718815,95.658
70,18.779
4,17.606
459,26.996
10,19.953
850,40.493
1328059,151.996
1037157,99.766
2509,43.428
797,38.146
11957,37.559
914053,98.005
1749669,99.179
87,19.366
8726,40.493
1068297,98.005
973469,95.658
14961,36.972
1476383,93.311
225,25.235
1834018,97.419
13189,38.146
903,24.648
1,18.779
1253,39.906
391,25.235
567512,94.484
18,18.193
3047,39.906
62,18.779
558,25.822
14964,40.493
2904,36.385
1991,39.906
3,18.779
47406,98.592
13,19.366
2,18.779
10129,40.493
1483,37.559
4939,36.972
133,19.366
15702,39.906
4087,104.461
6255,35.798
65,19.366
825,28.169
3277,39.906
986976,91.550
1477,29.343
1273367,97.419
863139,95.658
9,19.366
2670,40.493
1022297,93.311
11651,31.104
231572,95.658
276645,90.963
122071,97.419
21759,39.906
8,18.193
476,26.996
73,18.193
36194,102.113
4,18.193
559,24.648
818,38.733
62,19.366
1327,37.559
5,19.366
1,18.779
3,18.779
1226,42.254
4465,39.906
3823,38.733
5,18.193
1106466,99.766
12,19.366
16659,37.559
520733,96.832
1869,39.906
21863,39.320
166707,86.268
128917,95.658
28,19.366
65776,86.855
984,36.972
14,18.193
12911,38.733
97,19.953
312738,97.419
112213,93.311
1374,32.864
18,18.193
1363,24.648
59121,94.484
13208,93.897
1599716,98.592
6,18.193
8,18.779
6,18.193
6,18.779
26,18.779
8562,41.080
106002,106.221
336582,86.268
4342,37.559
57262,96.832
2,18.779
1044,42.841
11665,38.146
2699,38.733
11,18.779
998,40.493
3332,40.493
160,18.193
72,18.779
1,18.193
485,26.409
997666,96.245
154,19.953
697,24.061
53841,94.484
3,18.779
16147,38.146
32,18.779
711362,98.592
101,19.366
38,18.193
2,17.606
850,37.559
267,24.648
13,18.193
20126,107.395
1,18.779
1443165,94.484
3562,37.559
64198,98.005
5714,36.972
537,25.235
32,18.779
267,18.779
138,18.779
361,18.779
388224,96.245
462361,93.897
40146,418.430
13,18.779
723059,92.137
262,19.366
6,18.193
53,19.366
182711,93.897
343242,94.484
185,30.517
1343,39.320
8,18.779
57,21.714
16249,39.320
313,27.582
126,26.409
57,19.953
60590,95.071
1692,40.493
1288094,84.508
26346,42.254
1185,42.254
1545,39.906
2812,38.733
22,29.343
7,18.193
19950,42.254
5948,102.700
1068,39.906
15,19.366
1101,25.822
235,19.366
1821667,98.592
14757,38.733
28,18.779
227,18.779
55172,103.874
1724,41.667
19,18.779
12999,42.254
805497,98.592
25817,41.667
91059,93.897
5,18.779
188,25.822
18,18.779
161,19.366
107433,99.766
1588757,95.071
2,18.779
67813,88.616
27499,94.484
3050,36.385
70,18.779
59,24.648
35734,85.681
545,25.235
4,18.779
192,25.822
582758,100.940
62,18.779
1060,40.493
65,19.366
53,32.864
788,25.822
5319,39.906
11506,38.733
66,25.235
10,18.193
243275,95.071
1031438,453.642
4,18.193
189,28.756
47559,97.419
102,18.779
2,18.779
1176209,100.353
320505,96.245
91157,91.550
891071,107.982
824994,100.940
7149,44.601
12730,41.080
1199,41.667
742610,103.287
1,20.540
38,25.822
193,36.385
5,115.611
7228,39.320
53,25.822
326,19.366
757,26.409
433,42.254
17582,41.080
1130957,98.592
8,19.366
43,25.235
36,18.779
75,25.822
11,18.193
16,18.779
413,25.822
38606,41.080
1104359,98.005
21004,36.385
5824,41.080
619391,91.550
898,40.493
17550,37.559
263176,99.179
2544,29.930
87,26.409
3708,39.320
1,18.779
14,18.193
2773,39.320
56,18.779
6001,38.733
25616,38.733
423521,92.137
322016,80.987
3,18.779
49,19.366
539,26.409
18080,98.592
82,18.779
2420,38.146
3,18.193
2979,100.940
471018,97.419
40,19.953
11334,42.254
92,20.540
1583167,98.592
27879,40.493
1,18.193
2923,36.972
30,18.193
10467,39.906
653,39.906
1033,26.409
14,18.779
16514,38.146
1,18.193
21,18.193
1955772,164.907
265,18.779
1211,36.972
1530,40.493
108,19.366
171,25.822
647,25.235
433,26.996
37430,42.841
463607,93.311
14,18.779
1,18.193
1027,37.559
49,19.366
4387,37.559
235,25.235
2039,40.493
106,19.366
22182,103.287
286,26.996
1,18.193
41611,100.353
62,18.779
12119,39.320
19,18.193
17167,35.798
5,18.779
3541,35.212
1352,38.146
9,18.779
520,36.972
1261,41.080
97144,94.484
43,18.779
3,18.193
5,18.779
3627,38.733
2892,102.113
1544,35.798
191,25.235
639,39.320
31583,96.832
18,18.779
679455,92.724
1571040,92.137
1236460,96.245
77,18.193
867,38.146
65,18.779
1715479,96.245
1,18.779
5,18.193
6852,42.254
5,18.779
1165850,94.484
3,18.779
1,18.193
3,18.193
13265,38.146
1920,36.972
18,18.193
500,19.366
1,18.779
1,18.193
7372,44.014
2,18.193
8,18.779
16,18.193
4162,41.080
5709,39.320
19769,40.493
3,18.779
277,28.756
2,18.779
1,18.779
208,19.953
1,18.193
91,18.193
317991,93.311
111,19.366
74,19.366
356614,96.832
10678,25.235
1,18.779
10,18.779
4915,33.451
3,18.779
18,18.779
16503,40.493
61396,98.005
30735,42.254
714578,98.005
15,18.193
850,36.972
1199804,98.592
343997,83.921
109490,99.766
4,18.779
18,18.193
869,24.648
21265,36.385
394803,97.419
1255,29.343
11,18.193
1138663,101.527
4703,38.146
883,38.146
1936245,98.592
431660,95.071
108,18.779
102,18.779
15,18.779
62,19.366
1094808,94.484
3,18.779
760,39.320
812,26.409
89,18.779
4121,40.493
29,18.779
2,18.779
245,25.235
9,18.193
25,19.366
5,19.366
5,18.193
2,18.779
1021054,94.484
27,18.193
131,19.366
529,24.648
1,18.779
24,19.366
1,18.193
13,18.779
13,18.779
2488,40.493
33953,104.461
12,19.366
974,39.906
6,18.193
1279,26.409
15024,32.277
384,26.409
433,24.648
281858,89.789
292538,359.158
2069974,96.245
11,18.779
1928,36.972
15,18.193
26,18.779
473445,89.203
270,24.648
336,18.779
1,18.193
1605,28.756
10546,36.972
1237524,94.484
40805,41.080
1394629,449.534
210,25.235
44275,38.146
16,18.193
212,19.366
719896,93.311
212,18.779
1485122,98.592
345,26.996
2792,39.320
689,44.014
32273,94.484
1,18.193
4,19.366
12,17.606
1138,39.906
1392832,97.419
1,18.193
1123,41.667
7,18.193
1821,39.320
32299,28.169
18,18.779
753,24.061
4,18.193
390745,94.484
954,41.667
4483,40.493
971,41.667
563,26.409
151,19.366
817,25.822
176077,97.419
3,18.779
21614,40.493
22,18.193
1,18.779
1,18.193
14,18.779
1640,40.493
4101,33.451
12446,40.493
506,26.409
1413,38.733
1519,28.756
1399,39.906
5,18.779
5055,35.798
11925,35.212
2286,38.146
172260,96.832
19,18.779
103,18.779
34,18.193
15639,39.320
453,26.996
7,18.193
7,18.779
1,18.193
12334,39.320
4012,39.906
188,18.779
9,29.343
336,45.775
875,38.733
7233,44.601
8876,42.254
859,27.582
486350,181.926
2925,41.080
8,20.540
1350,45.188
734,26.996
4120,39.320
7,18.779
30,26.409
12,18.193
46,25.235
1302445,98.005
96985,95.658
312334,96.245
208748,100.940
1,18.779
15,18.193
4,18.193
181,18.779
4311,41.667
33,26.996
156347,103.874
10204,37.559
528236,92.724
311,25.235
1,18.779
1,18.779
66700,99.179
1042,37.559
516852,94.484
387,26.996
1175975,96.245
119604,90.963
35,19.366
4,18.193
85,25.822
35638,99.179
18730,102.113
668,25.235
1100341,94.484
242644,95.658
31208,92.137
683372,99.766
8091,39.906
4647,98.592
2262,41.080
15955,38.146
60192,93.897
289037,97.419
285,25.822
236,19.366
4,18.779
18,19.366
1,18.193
1,18.779
6906,39.320
1,18.193
1,18.779
32,18.779
1017,42.254
1487604,151.996
38227,31.690
581,25.822
85024,95.071
2,18.779
3827,39.906
3,18.193
62485,94.484
14,18.193
1886,39.320
40421,38.146
3,18.779
34,18.779
15579,38.146
68658,95.658
160267,99.179
509,29.930
882,25.822
4507,38.146
70,18.779
30164,38.733
1291818,93.311
256,24.648
2,18.779
219831,96.832
383,18.779
1825,38.733
1,18.193
1103,35.798
2,19.366
1613,39.906
783,40.493
465412,92.724
1358650,92.137
28,18.779
1197415,95.658
2241,38.146
109,26.409
51755,97.419
5116,42.254
75052,98.592
714,38.733
335380,81.573
4,18.193
9,18.779
10563,38.733
671473,90.963
3279,41.667
4,18.779
1746,39.906
322126,103.287
1196941,91.550
686,25.822
19,19.366
1,18.779
802,39.906
17774,37.559
22116,39.320
861,40.493
10,18.779
84380,94.484
1390360,93.897
7937,41.667
18726,105.635
900751,90.963
114789,97.419
10683,41.080
671,24.648
13,18.193
267,26.996
41,18.779
1,18.779
27365,37.559
6,18.779
6,18.779
1,18.193
9079,41.080
2,18.779
6351,39.906
370524,92.724
467,26.409
975,38.146
211168,102.700
1,18.779
48986,82.160
320910,94.484
142,18.779
449,18.779
4264,39.320
1333451,99.179
298,26.996
171,24.648
884045,97.419
17,18.193
1,18.779
379708,101.527
2,18.193
15372,39.320
192,25.822
27,18.779
2,18.779
4620,38.146
43,18.779
82697,92.724
1692,37.559
295,25.235
929994,94.484
2124,25.235
637,41.080
2412,40.493
375,26.409
1,18.779
1,18.779
17,19.366
2,18.779
868,25.822
2,18.779
3077,38.733
13,18.193
911,25.822
1909,41.080
18389,94.484
2,18.193
914,38.146
1083461,142.020
3,18.779
165,19.953
1,18.193
15184,38.733
2941,38.733
29,19.366
104928,93.311
78,18.779
830,41.080
33927,39.906
3,18.193
382255,94.484
4760,41.080
4808,37.559
116,19.953
15,18.779
1,18.779
132,19.366
26,18.779
49,18.779
293,24.648
1699542,96.245
271,25.822
1000240,97.419
11,18.779
3,18.779
916,41.667
700461,96.245
3,19.366
947102,98.005
361882,93.311
21,18.193
74,19.366
387703,93.311
1072794,92.724
1,18.193
5,18.779
2608,41.080
144,18.779
6198,39.320
681,20.540
497,18.779
407,25.235
6,19.366
1,18.779
36000,89.203
123,19.953
2,18.779
9,18.779
3170,37.559
113,19.366
2755,38.146
2725,101.527
32384,28.169
1290,36.385
10183,102.700
103274,92.724
1360505,93.311
10156,98.592
751643,143.194
614422,96.245
318,18.779
7,19.366
21,18.193
324,19.953
3,19.366
3,18.779
6,18.193
123333,94.484
3134,39.320
5,18.779
87,18.779
1791206,95.071
7304,39.320
551,26.409
1,19.366
531,39.906
69044,97.419
3,18.193
3730,38.146
92,18.779
379,26.409
6,18.779
306235,86.268
5,18.779
8633,39.906
1599,36.385
651815,99.179
5599,26.996
21,18.779
211432,92.724
1640,37.559
32581,36.972
1771582,94.484
35967,98.005
5,18.193
3,18.193
898438,98.592
10241,38.733
688424,94.484
953,39.906
6173,39.906
24,18.193
803,26.996
215,18.779
15893,38.733
1033,39.320
32388,31.690
299,24.648
2398,35.798
273,25.235
35771,111.503
1,18.779
165,19.366
8712,36.972
7,18.193
7,18.779
18,18.193
2,18.779
41386,100.353
396,24.061
519509,96.832
27,18.779
5,18.193
438859,93.897
1164780,97.419
41,18.193
1438130,96.245
499002,97.419
425283,96.245
472089,93.897
281,32.864
12203,35.798
6,18.193
483758,92.724
1,18.779
103075,92.724
426,25.822
35770,100.940
26,18.779
1,18.193
18,18.193
1557204,98.592
1,18.193
33629,41.080
6469,37.559
11,19.366
4871,41.667
102214,90.963
27,18.193
4339,38.146
22,18.779
6,18.193
8303,38.146
161,19.366
1,18.193
88204,149.649
6685,103.874
2038083,161.973
3797,39.906
384,35.212
458792,95.071
3,18.193
7,21.127
1,19.953
1777282,151.410
9,28.756
29202,39.320
382,25.822
1424256,103.287
1,19.366
196,26.996
12,22.888
1,19.366
935,41.080
427932,541.084
7794,41.080
421,26.996
46200,96.245
497,26.409
62041,95.071
115,24.648
853,38.146
1,18.193
8,18.193
2300,40.493
1,18.779
791984,98.005
5766,98.592
1,18.779
1193,37.559
2,18.193
641431,83.334
24646,42.841
29,18.779
910079,95.658
4852,41.080
291,25.235
63464,95.658
4,18.193
197,25.822
103369,96.832
2013,28.756
600,25.235
5333,37.559
1,18.779
513,24.648
552,26.996
12553,36.972
12,18.193
323794,97.419
1883,38.146
797,25.235
1734,36.972
220,24.061
7028,36.385
798,45.775
2173,39.320
4994,39.320
4,18.779
3844,35.798
18,18.193
15,18.193
1175,38.733
549698,96.245
451,26.409
510,26.996
4284,40.493
82983,96.245
15,18.779
26166,37.559
12,18.779
1783786,98.592
33,18.193
31228,41.080
132775,93.311
37,19.366
7,18.779
29,18.193
466569,93.897
95,24.648
6,18.779
204,18.779
15760,38.733
2907,38.146
800818,95.071
883,24.648
7,18.193
1050,38.146
2,18.779
32,18.779
1,18.779
39,18.193
468,25.822
2263,42.841
10,18.193
26945,39.320
1155224,146.715
54150,107.395
14031,38.733
8,18.193
306,19.366
133683,95.071
7,18.779
2784,40.493
675,26.409
960725,98.592
1179574,96.245
18145,39.906
18,18.193
116481,93.897
1884598,99.766
120,19.366
52,19.366
16767,38.733
1324870,94.484
13,19.366
52,19.366
4,18.193
16127,38.733
110,18.779
160,26.996
40425,103.874
3660,31.104
30853,40.493
43,18.193
46036,95.071
4841,39.906
24,18.193
373,26.409
57,18.779
204,26.996
1380542,97.419
4,18.193
474,26.409
20907,38.146
1990,38.146
675,25.822
11759,100.940
115,18.193
12777,39.320
1471,38.733
104,18.779
3157,35.798
44905,100.353
6,19.366
971559,95.658
1544366,92.137
331,24.061
2,18.779
2671,37.559
24117,40.493
172,24.648
297,18.779
77,18.193
14,18.193
8304,36.972
1,18.779
69511,98.592
314036,96.245
27,18.193
3,18.779
30,18.779
1662,24.648
15,18.193
3892,36.972
16,18.779
9554,39.320
14,18.193
17490,38.733
10,18.779
188165,102.113
136,18.779
1096,25.235
126089,97.419
5,18.193
6857,43.428
47540,99.766
3,18.779
1,18.193
106893,99.179
57370,97.419
16218,38.733
26,18.779
8,19.366
1,18.193
367,24.648
79117,94.484
2,18.779
21,18.193
13300,35.212
4265,39.320
69,18.779
489539,98.005
5,18.193
565,26.409
9767,38.146
84,18.779
97,18.193
44228,95.071
7,18.193
1022,41.080
2063,41.080
593,35.798
1121352,83.921
919,39.906
3245,39.906
3069,41.080
28,18.193
8538,38.146
3973,29.930
1,18.193
547,25.822
75,19.366
51,18.779
4471,37.559
88,18.779
10335,40.493
227,26.409
285,25.235
397006,96.245
1,19.366
1832772,91.550
12,18.193
847591,85.095
4,18.193
81,24.061
2079,40.493
374,25.235
1362034,85.095
318,24.648
480,25.822
664,25.822
2,18.193
1,18.193
355,18.779
1637,41.080
7220,36.972
1302140,99.179
54577,108.569
26,18.193
2466,38.146
100583,90.376
1028,26.409
50159,95.658
2,18.193
63,19.953
10,18.779
41490,93.311
20413,39.320
644,42.254
2104,40.493
15866,28.756
2505,38.146
3738,39.320
8556,37.559
4238,26.996
816,26.996
29,18.779
1,18.193
530,39.906
6526,24.648
5845,42.254
352181,93.897
16121,41.667
4559,39.320
59,18.779
18,18.193
33,18.779
37,19.366
1001118,98.592
694,26.409
83578,102.700
51261,104.461
52,18.779
7575,41.667
95488,81.573
4768,32.864
34073,98.592
3056,24.061
46,19.366
102,28.169
14,18.779
1654374,96.245
279708,98.005
1721259,100.353
10823,36.972
75,18.779
277,25.822
331573,98.592
2921,103.874
355407,95.071
1407,41.667
8,18.193
59684,95.658
13,18.193
10494,38.146
1,18.779
253,18.779
1,18.779
62,18.779
93,18.779
3068,40.493
2,18.193
2,18.779
138369,97.419
22256,41.080
399154,95.071
351,27.582
867,26.409
584,26.996
16859,38.733
10076,40.493
8479,31.104
12797,36.972
8528,36.385
1146,38.733
73,18.779
9,18.779
2,18.193
2,18.779
17289,38.146
790468,95.071
17060,102.113
222768,95.071
782,26.409
24046,39.906
7139,39.906
38166,100.940
26,18.193
441,25.235
1,18.193
2565,31.104
13,18.193
3,18.193
3562,38.146
1,18.193
25152,38.146
1972,42.254
375,25.822
28,18.779
1187308,143.780
3,18.779
1,18.193
4573,38.146
41828,39.906
16406,40.493
15,18.779
1,18.779
30996,38.733
35,18.193
15,18.779
2013,29.930
13,18.193
288513,94.484
129,18.779
300476,97.419
16560,38.146
1660351,96.832
5456,38.733
935457,102.700
7115,38.733
3652,44.601
1556,41.667
45522,98.005
19116,43.428
7,18.779
1220,42.841
649,25.235
10183,41.080
17,26.409
15938,42.841
8486,102.700
52,26.409
6627,31.104
19,26.409
1,18.193
206,26.996
261,26.409
1,18.193
15,18.779
8914,38.733
25,19.366
11680,40.493
147860,104.461
3,18.193
3,18.193
21245,41.080
69754,100.353
2,18.193
39,25.235
47575,94.484
14174,36.972
37047,92.724
18,18.193
124,25.822
2390,36.385
295,26.996
37,18.779
1,19.366
1,18.193
634,25.235
2721,39.906
3804,37.559
33393,104.461
124,26.409
361370,85.095
31450,47.536
29181,36.385
15,18.779
12235,36.972
727625,94.484
599339,98.005
1391279,98.005
9054,39.906
8058,41.080
2,18.193
29299,36.385
429,25.235
274604,92.724
51358,93.311
23791,38.146
6781,29.343
135,18.779
1251,35.212
8713,35.212
659872,97.419
6,18.193
36,19.366
11,18.779
6,18.779
61,18.193
7430,101.527
114001,90.963
1445063,94.484
116,25.822
6,18.193
167355,92.724
1,18.779
588659,95.658
6,19.366
72311,99.766
9015,35.798
1,18.779
27993,41.080
1067,36.972
42093,96.832
166495,176.058
12,18.779
9,19.366
21801,41.080
1674845,93.311
378077,91.550
67,18.779
534,26.996
377,26.996
8,18.779
202,25.235
4311,36.385
322,25.235
828,24.648
26397,40.493
47,18.779
8,18.779
1461,26.409
17345,40.493
993,27.582
18362,38.733
2017,42.841
1491,35.798
3112,39.320
11162,36.972
99,19.366
501,25.235
24318,41.667
3,19.366
536008,96.245
82,19.366
555212,96.832
4,18.193
14313,99.766
5645,44.014
3,18.779
2580,37.559
406886,93.311
2388,42.841
1830302,98.592
1,19.366
483767,457.750
3756,39.906
547,26.409
546,24.648
47,18.193
6,18.193
4590,34.625
8486,31.104
5303,38.146
2,18.193
606,40.493
114,18.779
4270,38.146
1,18.193
1514673,137.325
424232,93.897
747,35.798
1661,29.930
1414688,96.245
191,19.366
7,18.193
374532,86.855
888,26.996
107973,79.813
1027,24.648
3298,105.635
15,18.779
8,18.193
3,18.779
116,18.779
113,18.193
1817449,96.245
436598,96.832
137815,94.484
59,18.193
9,19.366
1231302,100.940
1,18.779
682972,100.353
47552,42.254
2,18.779
181,25.235
3,18.779
9632,39.320
232,26.996
2,18.193
1948,35.798
67068,97.419
38437,38.733
1037,30.517
20,18.779
51006,93.311
234,27.582
17579,38.733
18184,38.146
174110,78.639
28,18.779
1,18.779
23,19.366
104,18.779
86,18.193
1935,29.343
91,18.193
26,18.779
399,25.235
34440,38.146
274,19.366
409,38.733
13179,37.559
89,19.366
13,18.193
21913,42.841
17644,39.320
3,18.779
464,27.582
2,18.193
129,18.779
905297,98.005
544957,93.897
2,17.606
567,25.235
5,18.779
1020144,96.832
91409,96.245
14636,38.146
8845,40.493
693,33.451
1,18.193
10190,106.221
354702,98.592
122,18.779
1363472,98.005
1175,35.212
11917,99.179
13,18.193
924471,98.005
241,19.366
4970,103.287
180,18.779
5,18.193
444488,92.724
2382,25.235
531224,93.897
1198,25.235
1478,39.906
117,19.366
9269,35.212
7,18.193
50,18.779
2408,36.385
20,18.779
5069,35.798
12319,37.559
10,18.779
1440,38.733
555,25.822
89154,100.353
13,19.366
689,42.254
433,19.366
2,18.193
90090,98.592
281,26.996
3012,34.625
414,25.822
2856,40.493
1327,36.385
112339,89.203
12,18.779
137874,89.789
660544,90.963
2,18.193
91,19.366
167321,98.005
5621,40.493
15,18.779
9,18.779
42,18.779
107,18.193
476,26.409
58890,97.419
2235,37.559
6,18.779
611,37.559
1975,36.972
10018,36.972
339610,97.419
957,24.061
161115,92.724
109,18.779
415196,93.897
365710,95.071
4,18.193
55,19.953
263,18.779
2456,42.254
284596,95.658
697550,93.311
50,18.779
1,18.779
1643,40.493
46,18.779
3,17.606
10,18.193
3,18.193
5516,37.559
4,18.779
34,18.193
1708359,98.592
7791,29.343
9549,41.080
205,18.779
17,17.606
82605,84.508
24,18.193
402857,93.311
622,26.409
3,18.193
184,19.366
47,19.953
438,24.648
36,18.193
5,18.193
1996,38.733
929,36.385
4379,24.648
2,18.779
275,18.779
1456,37.559
327,19.366
323,18.779
49,18.193
1359,38.733
885,25.822
571,26.409
62298,144.954
36,18.193
22671,93.897
1,18.193
29,19.366
710,26.996
6991,39.906
1,18.779
9364,40.493
887,26.996
23,18.779
893,25.235
552199,94.484
112,19.953
448912,91.550
12,18.779
49189,97.419
7,19.366
104,19.366
49,18.779
2080,38.146
459572,101.527
9,19.366
2,18.193
319,19.366
44047,38.146
943,102.700
17656,95.071
353,24.648
1794497,154.344
4,19.366
8,18.779
31,28.169
427216,98.005
10,18.779
904,47.536
144,22.888
24777,99.766
298,18.779
1837735,96.832
78,19.953
26805,39.320
2029,38.146
12,19.366
1,18.193
251,26.409
260,19.366
10506,39.320
3568,41.080
27327,42.254
1,19.366
26,26.996
4804,39.320
228,26.409
56,25.235
1911599,102.700
4,18.779
1403,26.996
16094,41.667
802,32.864
35779,36.972
4527,39.320
18460,44.014
1419943,96.832
15770,37.559
192268,156.691
630,25.235
1,18.193
13539,34.625
694394,99.766
1999739,144.367
1392581,93.897
7184,37.559
604,25.235
13,19.953
11383,39.906
932920,105.048
4,18.779
694,40.493
1587,39.320
46,19.953
1325,38.733
42807,36.972
279140,95.071
320756,99.766
1,19.366
217005,98.005
1594974,96.832
8957,30.517
1855,38.146
1336,36.385
1317,39.320
72,26.409
11,18.193
890,105.635
1136769,98.592
1,19.366
562898,98.592
1236980,96.832
13923,38.146
161323,84.508
1179523,97.419
13036,42.254
926,40.493
1129,38.146
110336,98.592
7,18.779
236,25.235
125,25.235
2610,39.906
809722,98.005
14428,38.146
3,19.366
16531,38.733
429,24.648
1118337,99.179
12735,36.972
233,26.409
850543,157.865
550,24.648
455424,100.940
542,27.582
725948,95.658
15,18.779
195,26.409
72,18.779
8,18.193
7168,40.493
82,18.779
5,18.193
68,18.779
2,18.193
2,18.193
900160,97.419
6548,41.080
2470,38.146
9028,39.906
24675,42.254
1646220,143.194
11,18.779
136,19.953
635615,96.832
166369,95.071
436,24.648
67,18.779
152,25.822
253,26.996
45,19.366
2305,40.493
102,19.366
24980,38.733
7724,40.493
55230,99.179
8647,38.733
26763,39.906
169,26.409
1,19.366
1025934,96.245
172849,98.005
105,26.409
2,19.366
39,19.366
777,42.254
6,18.779
16,18.779
2,18.193
4594,37.559
1321737,146.128
134203,96.832
6217,39.320
5,18.779
1,18.779
2100,38.733
1207876,96.245
4153,39.906
4,18.779
87,18.193
1053611,92.724
140,19.953
1,18.193
49,18.193
6,18.779
11506,38.146
1,18.193
59048,362.679
663,38.733
229,27.582
75190,92.137
324,19.366
30,18.779
3,18.193
785,25.235
4939,38.733
2742,36.385
5476,38.733
90640,96.245
7448,39.320
58,18.779
3383,37.559
231,26.409
1014258,95.658
414752,96.832
2396,36.385
960,25.235
17482,31.104
8,18.779
10744,39.320
2,18.193
4,18.193
8,18.779
14,18.193
214,26.996
60,19.366
18203,100.940
245,34.625
1,18.779
54,19.366
12375,38.146
127899,98.005
3515,41.667
4,18.193
484025,97.419
2,18.779
21618,41.667
679,25.235
36539,94.484
132,19.366
2,18.779
1,18.779
27,19.366
765,25.235
1026499,89.789
4,18.193
2,19.953
630,25.235
1318517,98.005
18,18.779
1,18.779
6,18.779
17,18.193
171,18.779
77,18.779
16668,40.493
10332,100.353
7,18.779
2,18.193
5659,31.690
276,24.648
8355,35.212
1071,39.906
3,18.779
712408,93.897
247,26.996
23,18.193
7958,39.320
40811,33.451
851552,89.789
3,18.779
405326,94.484
861829,93.311
109,18.779
222,18.779
421842,96.832
515,19.366
498,25.235
243,19.366
381,19.366
9541,38.733
3868,36.385
1104,36.972
743245,96.245
833217,98.005
224711,148.475
5908,37.559
4105,41.667
1722976,114.438
13827,42.841
32,19.366
294,38.733
941,36.385
3680,40.493
1193,24.648
342,28.169
4,18.779
16504,40.493
1,18.193
730787,98.005
2235,39.906
5,18.779
58194,362.092
3960,43.428
332,26.996
14,19.953
779,24.648
8393,31.690
7560,39.320
235335,102.700
59,19.366
34,18.779
384,25.235
157545,90.376
12,19.366
217,19.366
16750,99.179
72343,193.663
891643,94.484
743,36.972
57,19.366
14,19.366
2,18.779
505378,100.353
539309,92.724
2698,39.320
16,18.779
1,18.193
35,18.193
109,26.409
817400,93.897
404432,99.766
176,19.366
4022,39.906
895,37.559
389066,90.376
824057,95.658
836115,97.419
23702,36.385
2983,42.254
55420,95.658
2,18.779
44280,93.311
24,18.779
331437,98.005
1261545,95.658
403,25.822
2667,99.766
6549,31.690
2258,38.146
17,19.366
9,19.366
13375,38.733
39,18.779
2,18.779
8496,36.972
107617,98.592
206,18.779
9503,37.559
1,18.779
21330,39.320
3703,42.841
742967,93.311
7,18.193
94,18.779
317,19.366
1,19.366
38,18.193
126,18.193
44899,103.874
4377,36.972
5,18.193
201888,90.376
27,19.366
138,18.779
31756,40.493
3327,40.493
735201,97.419
40,18.193
52,19.366
791,26.996
49,19.953
692,42.254
12,18.779
28562,103.874
475,25.235
101193,98.005
854,24.648
341511,94.484
480,26.996
2692,38.733
1421,25.235
1778933,149.062
953,28.756
31123,45.188
82,21.127
163470,96.245
44499,107.982
3151,28.756
18,26.996
1971,38.733
171,18.779
103,19.366
196,26.996
959301,95.658
13976,39.320
2,18.779
1516,41.667
4386,35.798
121,18.779
82029,98.005
1,19.366
84373,98.005
35,26.409
23,19.366
1175,41.080
55223,181.926
1,19.366
1730852,96.245
91,19.366
552,39.320
2221,38.146
16,18.779
128,18.779
1,18.193
572880,98.592
40061,38.733
305869,96.832
2036,39.906
60,18.779
2,18.779
11,18.779
9340,41.080
274,18.779
2313,28.756
4716,37.559
1,18.193
4802,41.080
2,18.193
6907,37.559
835408,96.832
373481,96.245
17723,39.906
454,26.409
6,18.193
418122,91.550
19,18.193
371711,92.137
498509,103.874
16,18.779
1563,40.493
136,26.409
35671,102.113
31185,99.179
2312,36.972
20482,33.451
8518,39.320
1259,38.733
5259,39.320
48,19.366
76027,103.287
13274,37.559
582,42.254
306,24.648
1,18.193
1348541,96.832
1762807,144.367
3,19.366
1715,25.235
2,18.193
1888,39.320
1767,36.972
1088105,94.484
271,25.235
29,19.366
3,18.779
54,18.779
566,25.822
1221327,99.766
10,18.193
4907,42.841
986,41.667
1753,38.733
116,19.366
14,18.779
55,19.953
2,18.193
36164,18.779
1101,27.582
13842,32.864
2,18.779
2528,36.385
93,19.366
389,19.366
945883,96.245
171,25.235
1102,41.667
795083,97.419
581,26.996
2,18.779
1,18.779
